id,Name,Team,Position,Birth Date,School,Photo URL,Draft Info,Active Years
10321,김재걸 (Jea-Gul Kim),삼성,2B,우투우타,영일초-우신중-덕수고-단국대,https://statiz.sporki.com/data/baseball/player/2023/10321.png,95 삼성 2차 2라운드,1995년 ~ 2009년
10322,박석민 (Sok-Min Park),NC,3B,우투우타,율하초-경복중-대구고-대구사이버대,https://statiz.sporki.com/data/baseball/player/2023/10322.png,04 삼성 1차,2004년 ~ 2024년
10323,박진만 (Jin-Man Park),SK,SS,우투우타,서화초-상인천중-인천고-경기대,https://statiz.sporki.com/data/baseball/player/2023/10323.png,96 현대 고졸우선 지명 2,1996년 ~ 2015년
10324,백상원 (Sang-Won Baek),삼성,2B,우투좌타,남도초-경상중-경북고-단국대,,10 삼성 4라운드 28순위,2013년 ~ 2019년
10325,손주인 (Ju-In Son),삼성,2B,우투우타,서석초-진흥중-진흥고,https://statiz.sporki.com/data/baseball/player/2023/10325.png,02 삼성 2차 3라운드 24순위,2002년 ~ 2019년
10326,송주호 (Joo-Ho Song),한화,LF,우투좌타,효제초-중앙중-중앙고-방송통신대,,07 삼성 육성선수,2013년 ~ 2018년
10327,신명철 (Myeong-Cheol Shin),KT,2B,우투우타,용지초-마산동중-마산고-연세대,,97 롯데 고졸우선 지명 1,2001년 ~ 2016년
10328,임익준 (Ik-Joon Lim),한화,2B,우투우타,광주화정초-충장중-광주동성고,,07 삼성 2차 3라운드 24순위,2010년 ~ 2018년
10329,조동찬 (Dong-Chan Cho),삼성,3B,우투우타,공주중동초-공주중-공주고,https://statiz.sporki.com/data/baseball/player/2023/10329.png,02 삼성 2차 1라운드 8순위,2002년 ~ 2019년
10330,조영훈 (Yeong-Hun Cho),NC,1B,좌투좌타,영랑초-설악중-설악고-건국대,,01 삼성 2차 2라운드 11순위,2005년 ~ 2017년
10331,채태인 (Tae-In Chae),SK,1B,좌투좌타,대신초-대동중-개성고,,07 삼성 해외진출선수 특별지명,2007년 ~ 2020년
10332,강봉규 (Bong-Kyu Kang),삼성,RF,우투우타,부산부전초-개성중-경남고-고려대,https://statiz.sporki.com/data/baseball/player/2023/10332.png,96 OB 2차 7라운드 57순위,2000년 ~ 2015년
10333,김종호 (Jong-Ho Kim),NC,LF,좌투좌타,성수초-청량중-배재고-건국대,,07 삼성 2차 4라운드 25순위,2011년 ~ 2017년
10334,김창희 (Chang-Hei Kim),삼성,CF,우투우타,양덕초-마산중-마산고-한양대,,97 해태 2차 1라운드 9순위,1997년 ~ 2009년
10335,문선엽 (Sun-Yeop Moon),삼성,OF,좌투좌타,양덕초-마산중-마산고-대구사이버대,,10 삼성 9라운드 69순위,2010년 ~ 2017년
10336,박한이 (Han-Yi Park),삼성,RF,좌투좌타,초량초-부산중-부산고-동국대,https://statiz.sporki.com/data/baseball/player/2023/10336.png,97 삼성 2차 6라운드 44순위,2001년 ~ 2019년
10337,배영섭 (Yeong-Seop Bae),SK,CF,우투우타,신곡초-수원북중-유신고-동국대,https://statiz.sporki.com/data/baseball/player/2023/10337.png,09 삼성 2차 4라운드 28순위,2010년 ~ 2019년
10338,안성필 (Sung-Pil An),삼성,OF,우투우타,신제주초-경복중-대구고-영남대,,10 삼성 6라운드 44순위,2010년 ~ 2010년
10339,양준혁 (Joon-Hyuk Yang),삼성,DH,좌투좌타,남도초-경운중-대구상고-영남대,,92 쌍방울 2차 2라운드(지명 거부),1993년 ~ 2010년
10340,오정복 (Jeong-Bok Oh),KT,LF,우투우타,삼성초-김해내동중-용마고-인하대,,09 삼성 2차 7라운드 53순위,2009년 ~ 2019년
10341,우동균 (Dong-Gyun Woo),삼성,RF,우투좌타,칠성초-대구중-상원고-경일대,,08 삼성 1차,2008년 ~ 2019년
10342,이영욱 (Young-Wook Lee),KIA,CF,좌투좌타,삼광초-덕수중-중앙고-동국대,,08 삼성 2차 6라운드 41순위,2008년 ~ 2018년
10343,정형식 (Hyeong-Sik Jeong),삼성,CF,좌투좌타,광주화정초-진흥중-진흥고,,09 삼성 2차 2라운드 12순위,2009년 ~ 2015년
10344,최형우 (Hyung-Woo Choi),KIA,LF,우투좌타,진북초-전주동중-전주고,https://statiz.sporki.com/data/baseball/player/2023/10344.png,02 삼성 2차 6라운드 48순위,2002년 ~ 2024년
10345,허승민 (Seung-Min Hur),삼성,CF,좌투좌타,수창초-충장중-광주동성고-건국대,,08 삼성 2차 4라운드 25순위,2000년 ~ 2015년
10346,강희성 (Hee-Seong Kang),삼성,P,우투우타,수유초-신일중-경기고-홍익대,,99 쌍방울 2차 3라운드(지명 거부),2006년 ~ 2009년
10347,곽동훈 (Dong-Hoon Kwak),삼성,P,우투우타,감천초-대신중-부산상고-세한대,,05 삼성 2차 5라운드 36순위,2007년 ~ 2011년
10348,구자운 (Ja-Un Ku),삼성,P,우투우타,강남중-서울고,,99 OB 고졸우선 지명,1999년 ~ 2011년
10349,권오원 (Oh-Won Kwon),삼성,P,우투우타,사직중-부산상고-동아대,,98 삼성 2차 7라운드 53순위,2002년 ~ 2011년
10350,권오준 (Oh-joon Kwon),삼성,P,우언우타,화곡초-선린중-선린고,https://statiz.sporki.com/data/baseball/player/2023/10350.png,99 삼성 2차 1라운드 6순위,2003년 ~ 2020년
10351,권혁 (Hyeok Gwon),두산,P,좌투좌타,수창초-성광중-포철공고,,02 삼성 1차,2002년 ~ 2021년
10352,길태곤 (Tai-Gon Gil),한화,P,우투우타,서울이수초-개성중-개성고,,10 삼성 8라운드 60순위,2014년 ~ 2014년
10353,김건필 (Geon-Pil Kim),삼성,P,우투우타,제주신광초-경복중-대구고,,08 삼성 2차 3라운드 24순위,2008년 ~ 2015년
10354,김문수 (Moon-Soo Kim),삼성,P,우투우타,월성초-경주중-경주고-계명대,,03 삼성 2차 3라운드 23순위,2003년 ~ 2009년
10356,김재우 (Jae-Yoo Kim),삼성,P,우투우타,언북초-선린중-선린고-인하대,,10 삼성 5라운드 37순위,2010년 ~ 2015년
10357,김진웅 (Jin-Woong Kim),삼성,P,우투우타,옥산초-경운중-대구고,,98 삼성 고졸우선 지명 2,1998년 ~ 2010년
10358,김현우 (Hyun-Woo Kim),삼성,P,우투우타,가동초-대치중-강릉고-한민대,,10 삼성 2라운드 12순위,2010년 ~ 2017년
10359,김효남 (Hyo-Nam Kim),LG,P,우투우타,흥무초-경주중-경주고-건국대,,06 삼성 1차,2006년 ~ 2013년
10360,나이트 (Brandon Knight),넥센,P,우투좌타,-,,09 삼성 자유선발,2009년 ~ 2015년
10361,박민규 (Min-Gyu Park),삼성,P,좌투좌타,금동초-경남중-경남고-대구사이버대,,09 삼성 2차 1라운드 5순위,2009년 ~ 2017년
10362,배영수 (Young-Soo Bae),두산,P,우투우타,칠성초-경복중-경북고,,00 삼성 1차,2000년 ~ 2019년
10363,백정현 (Jung-Hyun Baek),삼성,P,좌투좌타,옥산초-대구중-상원고,https://statiz.sporki.com/data/baseball/player/2023/10363.png,07 삼성 2차 1라운드 8순위,2007년 ~ 2024년
10364,안지만 (Ji-Man An),삼성,P,우투우타,칠성초-경운중-상원고-방송통신대,,02 삼성 2차 5라운드 40순위,2003년 ~ 2016년
10365,양지훈 (Ji-Hun Yang),삼성,P,우투우타,순천북초-순천이수중-효천고-한일장신대,,09 삼성 2차 5라운드 37순위,2009년 ~ 2013년
10366,에르난데스 (Runelvys Hernandez),삼성,P,우투우타,-,,09 삼성 자유선발,2009년 ~ 2009년
10367,오승환 (Seung-Hwan Oh),삼성,P,우투우타,도신초-우신중-경기고-단국대,https://statiz.sporki.com/data/baseball/player/2023/10367.png,05 삼성 2차 1라운드 5순위,2005년 ~ 2024년
10368,윤성환 (Sung-Hwan Yun),삼성,P,우투우타,감천초-대신중-개성고-동의대,,04 삼성 2차 1라운드 8순위,2004년 ~ 2021년
10369,이규대 (Kyu-Dae Lee),삼성,P,우언우타,합덕초-온양중-북일고-세한대,,10 삼성 7라운드 53순위,2010년 ~ 2012년
10370,이성훈 (Seong-Hoon Lee),삼성,P,우투우타,대구수창초-대구중-상원고,,09 삼성 2차 9라운드 66순위,2010년 ~ 2012년
10371,이우선 (Woo-Seon Lee),삼성,P,우투우타,동명초-대헌중-안산공고-성균관대,,09 삼성 육성선수,2009년 ~ 2014년
10372,임동규 (Dong-Gyu Lim),삼성,P,우투우타,갈산초-광주동성중-광주상고-동국대,,99 삼성 2차 5라운드 38순위,2003년 ~ 2010년
10373,임익현 (Ik-Hyeon Lim),삼성,P,우투좌타,광주화정초-충장중-광주동성고,,09 삼성 2차 6라운드 44순위,2009년 ~ 2010년
10374,임진우 (Jin-Woo Lim),두산,P,우투우타,삼전초-배명중-배명고-고려대,,10 삼성 1라운드 5순위,2010년 ~ 2018년
10375,장원삼 (Won-Sam Jang),롯데,P,좌투좌타,사파초-신월중-용마고-경성대,,02 현대 2차 11라운드 89순위,2006년 ~ 2021년
10376,정인욱 (In-Wook Jung),한화,P,우투우타,본리초-경운중-대구고-대구사이버대,,09 삼성 2차 3라운드 21순위,2010년 ~ 2021년
10377,정현욱 (Hyun-Wook Jeong),LG,P,우투우타,장안초-건대부중-청원고,https://statiz.sporki.com/data/baseball/player/2023/10377.png,96 삼성 2차 3라운드 21순위,1998년 ~ 2016년
10378,정홍준 (Hong-Jun Jeong),삼성,P,우투우타,옥산초-성광중-경북고-영남대,,02 삼성 2차 9라운드 72순위,2006년 ~ 2010년
10379,조진호 (Jin-Ho Cho),삼성,P,우투우타,진북초-전라중-전주고-원광대,,98 쌍방울 1차,2002년 ~ 2009년
10380,조현근 (Hyun-Kun Jo),삼성,P,좌투좌타,본리초-경복중-상원고,,05 두산 2차 2라운드 10순위,2005년 ~ 2016년
10381,차우찬 (Woo-Chan Cha),롯데,P,좌투좌타,군산초-군산남중-군산상고-대구사이버대,https://statiz.sporki.com/data/baseball/player/2023/10381.png,06 삼성 2차 1라운드 7순위,2006년 ~ 2023년
10382,최원제 (Won-Je Choi),삼성,P,우투좌타,사당초-서울이수중-장충고,,08 삼성 2차 1라운드 8순위,2008년 ~ 2018년
10383,채형직 (Hyeong-Jik Chae),삼성,P,우투우타,군산남초-군산중-군산상고,,04 삼성 2차 5라운드 40순위,2004년 ~ 2010년
10384,크루세타 (Francisco Alberto Cruceta),삼성,P,우투우타,-,,09 삼성 자유선발,2009년 ~ 2010년
10385,강귀태 (Gui-Tae Kang),KIA,C,우투우타,서화초-동산중-동산고-동국대,,98 현대 고졸우선 지명 1,2002년 ~ 2013년
10386,김동수 (Dong-Soo Kim),우리,C,우투우타,화곡초-강남중-서울고-한양대,,90 LG 1차,1990년 ~ 2009년
10387,박동원 (Dong-Won Park),LG,C,우투우타,양정초-개성중-개성고,https://statiz.sporki.com/data/baseball/player/2023/10387.png,09 히어로즈 2차 3라운드 19순위,2009년 ~ 2024년
10388,박도현 (Do-Hyeon Park),넥센,C,우투우타,남도초-성광중-경북고,,02 LG 2차 2라운드,2002년 ~ 2011년
10389,손승현 (Seung-Hyun Son),넥센,C,우투우타,영랑초-설악중-설악고-인하대,,01 삼성 2차 6라운드 43순위,2000년 ~ 2016년
10390,유선정 (Sun-Jung Yoo),넥센,C,우투우타,동천초-성광중-상원고,,06 현대 2차 6라운드 48순위,2007년 ~ 2015년
10391,이해창 (Hae-Chang Lee),한화,C,우투우타,강남초-서울이수중-경기고-한양대,,10 넥센 7라운드 50순위,2011년 ~ 2022년
10392,임태준 (Tae-Jun Lim),SK,C,우투우타,수창초-진흥중-전주고,,07 현대 2차 2라운드 15순위,2013년 ~ 2019년
10393,허준 (Jun Heo),NC,C,우투우타,청량중-덕수정보고-연세대,,01 현대 2차 6라운드 44순위,2005년 ~ 2014년
10394,강정호 (Jung-Ho Kang),넥센,SS,우투우타,광주화정초-무등중-광주제일고,,06 현대 2차 1라운드 8순위,2006년 ~ 2014년
10395,권도영 (Do-Young Kwon),넥센,2B,우투우타,본리초-대구중-대구상고-고려대,,99 현대 2차 9라운드 72순위,2007년 ~ 2010년
10396,김남형 (Nam-Hyung Kim),넥센,LF,우투우타,동막초-동인천중-인천고,,07 현대 2차 3라운드 18순위,2007년 ~ 2014년
10397,김민우 (Min-Woo Kim),KIA,3B,우투우타,관산초-중앙중-부천고-한양대,,98 현대 2차 4라운드 27순위,2002년 ~ 2016년
10398,김일경 (Il-Gyeong Kim),,2B,우투우타,영일초-우신중-경동고,,97 현대 2차 2라운드,1999년 ~ 2012년
10399,김지수 (Ji-Soo Kim),키움,SS,우투우타,서일초-서초-경원중-중앙고-동국대,,09 히어로즈 2차 5라운드 35순위,2009년 ~ 2019년
10400,오재일 (Jae-Il Oh),KT,1B,좌투좌타,인창초-구리-구리인창중-야탑고,https://statiz.sporki.com/data/baseball/player/2023/10400.png,05 현대 2차 3라운드 24순위,2005년 ~ 2024년
10401,유재신 (Jae-Shin Yoo),KIA,2B,우투우타,사직초-부산동래마린스-사직중-북일고,,06 현대 2차 7라운드 56순위,2006년 ~ 2020년
10402,이숭용 (Soong-Yong Lee),넥센,1B,좌투좌타,중앙중-중앙고-경희대,,94 태평양 2차,1994년 ~ 2011년
10403,이창섭 (Chan-Seob Lee),NC,3B,우투우타,사파초-신월중-용마고-경성대,,10 넥센 5라운드 34순위,2010년 ~ 2015년
10404,장영석 (Young-Seok Jang),KIA,3B,우투우타,신도초-성남중-부천고-방송통신대,,09 히어로즈 2차 1라운드 3순위,2009년 ~ 2021년
10405,장종덕 (Jong-Duk Jang),,3B,우투우타,길동초-자양중-배명고-영남대,,10 넥센 9라운드 66순위,2010년 ~ 2014년
10406,조중근 (Jung-Geun Cho),KT,1B,좌투좌타,석천초-상인천중-동산고,,01 SK 2차 6라운드 50순위,2001년 ~ 2015년
10407,황재균 (Jae-Gyun Hwang),KT,3B,우투우타,사당초-서울이수중-경기고-영남사이버대,https://statiz.sporki.com/data/baseball/player/2023/10407.png,06 현대 2차 3라운드 24순위,2007년 ~ 2024년
10408,강병식 (Byeong-Sik Kang),넥센,RF,우투좌타,성동초-신일중-신일고-고려대,,96 현대 2차 8라운드 59순위,2000년 ~ 2016년
10409,강병우 (Byoung-Woo Kang),NC,RF,우투좌타,화곡초-성남중-성남고,,05 LG 2차 6라운드 42순위,2005년 ~ 2014년
10410,박헌도 (Heon-Do Park),롯데,LF,우투우타,사파초-신월중-용마고-경성대,,09 히어로즈 2차 4라운드 27순위,2009년 ~ 2019년
10411,브룸바 (Clifford Michael Brumbaugh),우리,OF,우투우타,-,,03 현대 자유선발,2003년 ~ 2009년
10412,송지만 (Ji-Man Song),넥센,LF,우투우타,서흥초-동산중-동산고-인하대,,96 한화 2차 3라운드 20순위,1996년 ~ 2014년
10413,오윤 (Yun Oh),넥센,LF,우투우타,합덕초-온양중-북일고,,00 현대 2차 2라운드 12순위,2000년 ~ 2014년
10414,이성재 (Seong-Jae Lee),우리,OF,우투우타,숭의초-상인천중-부천고-경남대,,08 현대 2차 6라운드 42순위,2008년 ~ 2009년
10415,임성학 (Seong-Hak Lim),넥센,LF,우투우타,양덕초-마산중-용마고-동의대,,10 넥센 8라운드 63순위,2010년 ~ 2010년
10416,장민석 (Min-Seok Jang),한화,LF,좌투좌타,감천초-대동중-경남고,,01 현대 2차 1라운드 9순위,2001년 ~ 2018년
10417,전민수 (Min-Soo Jeon),NC,RF,우투좌타,사당초-서울이수중-덕수고,,08 현대 2차 4라운드 27순위,2000년 ~ 2022년
10418,전준호 (Jun-Ho Jeon),우리,CF,좌투좌타,마산동중-마산고-영남대,,91 롯데 2차 2라운드 11순위,1991년 ~ 2009년
10419,정수성 (Soo-Sung Jung),넥센,CF,우투좌타,성동초-건대부중-덕수정보고,,97 현대 2차 12라운드 95순위,1997년 ~ 2013년
10420,조재호 (Jae-Ho Cho),SK,RF,좌투좌타,강남초-강남중-서울고-성균관대,,98 현대 2차 7라운드 51순위,2002년 ~ 2012년
10422,클락 (Douglas Dwyer Clark),넥센,LF,우투좌타,-,,08 한화 자유선발,2008년 ~ 2010년
10423,강윤구 (Yoon-Gu Kang),롯데,P,좌투좌타,이수초-경원중-장충고,,09 히어로즈 1차,2009년 ~ 2022년
10424,고원준 (Won-Jun Go),두산,P,우투우타,신광초-천안북중-북일고,,09 히어로즈 2차 2라운드 11순위,2009년 ~ 2017년
10425,금민철 (Min-Chul Kum),KT,P,좌투좌타,부천북초-부천중-동산고-한국디지털대,,05 두산 2차 4라운드 26순위,2005년 ~ 2021년
10426,김대유 (Dae-Yoo Kim),SK,P,우투우타,-,,05 SK 자유선발,2011년 ~ 2011년
10427,김상수 (Sang-Soo Kim),롯데,P,우투우타,자이언츠-자양중-신일고,https://statiz.sporki.com/data/baseball/player/2023/10427.png,06 삼성 2차 2라운드 15순위,2006년 ~ 2024년
10428,김성태 (Seong-Tae Kim),넥센,P,우투우타,언북중-장충고,,00 현대 2차 6라운드 44순위,2000년 ~ 2011년
10429,김성현 (Sung-Hyun Kim),LG,P,우투우타,본리초-경복중-제주고,,08 현대 2차 1라운드 6순위,2008년 ~ 2011년
10430,김수경 (Soo-Kyung Kim),넥센,P,우투우타,서화초-대헌중-인천고,,98 현대 고졸우선 지명 2,1998년 ~ 2012년
10431,김세현 (Se-Hyeon Kim),SSG,P,우투우타,도신초-우신중-덕수정보고,,06 현대 2차 2라운드 16순위,2006년 ~ 2021년
10432,김건태 (Geon-Tae Kim),NC,P,우투우타,수창초-무등중-진흥고,,10 넥센 1라운드 2순위,2010년 ~ 2022년
10433,노환수 (Hwan-Soo Noh),넥센,P,좌투좌타,부산중앙초-부산중-부산고,,03 현대 2차 3라운드 22순위,2003년 ~ 2013년
10434,민태호 (Tae-Ho Min),NC,P,좌투좌타,도신초-영남중-중앙고-방송통신대,,08 현대 2차 3라운드 22순위,2008년 ~ 2019년
10435,노병오 (Byung-Oh Noh),,P,우투우타,석교초-청주중-청주기공고,,02 삼성 2차 4라운드 32순위,2002년 ~ 2007년
10436,마정길 (Jung-Gil Ma),넥센,P,우언우타,내덕초-청주중-청주기공고-단국대,,98 한화 2차 10라운드 74순위,2002년 ~ 2017년
10437,문성현 (Sung-Hyun Moon),키움,P,우투우타,남정초-선린중-충암고,https://statiz.sporki.com/data/baseball/player/2023/10437.png,10 넥센 4라운드 31순위,2010년 ~ 2024년
10438,박성훈 (Sung-Hoon Park),넥센,P,좌투좌타,노암초-경포중-강릉고-한양대,,01 삼성 2차 4라운드 27순위,2005년 ~ 2015년
10439,박승민 (Seung-Min Park),KIA,P,우투우타,강남초-강남중-서울고-경희대,,96 현대 2차 9라운드 67순위,2000년 ~ 2012년
10440,배힘찬 (Him-Chan Bae),KIA,P,우투우타,가동초-경원중-서울고,,02 현대 2차 1라운드 10순위,2002년 ~ 2017년
10441,번사이드 (Adrian Mark Burnside),넥센,P,좌투좌타,-,,10 넥센 자유선발,2010년 ~ 2011년
10442,손승락 (Seung-Lak Son),롯데,P,우투우타,내당초-경상중-대구고-영남대,,01 현대 2차 3라운드 25순위,2005년 ~ 2019년
10443,송신영 (Shin-Young Song),한화,P,우투우타,재동초-중앙중-중앙고-고려대,,99 현대 2차 11라운드 88순위,2001년 ~ 2017년
10444,신철인 (Chul-In Shin),우리,P,우투우타,청원초-청원중-경동고,,00 현대 2차 10라운드 77순위,2000년 ~ 2009년
10445,오주원 (Ju-Won Oh),키움,P,좌투좌타,청원초-청원중-청원고,,04 현대 2차 1라운드 5순위,2004년 ~ 2021년
10446,이대환 (Dae-Hwan Lee),NC,P,우투우타,춘천초-춘천중-춘천고-동국대,,98 현대 고졸우선 지명 3,2002년 ~ 2015년
10447,이동학 (Dong-Hak Lee),넥센,P,우투우타,회원초-마산동중-마산고,,00 현대 2차 1라운드,2003년 ~ 2010년
10448,이보근 (Bo-Geun Lee),KT,P,우투우타,봉천초-강남중-서울고-방송통신대,,05 현대 2차 5라운드 39순위,2005년 ~ 2021년
10449,이상열 (Sang-Yeol Lee),SK,P,좌투좌타,남산초-천안북중-북일고,,96 한화 고졸우선 지명 2,1996년 ~ 2015년
